"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-04-20","17","Running","","","00:30:01","","00:30:01","","","","","6.04","80.7","1.0","","","","","","","","","","","","Saucony Triumph 18","","Round the block. Flies in yer face.",""
"2021-04-21","9","Running","warm up/down","","00:17:38","","00:17:38","","","","","3.451","4.6","1.0","","","","","","","","","","","","Saucony Triumph 18","","",""
"2021-04-21","9","Running","intervals","","00:26:33","","","","","","00:26:33","6.126","2.2","5.0","","","","","","","","","","","","Saucony Endorphin Speed","","8 * 2mins [90s].

Down on Low Road with Dan, although his legs are still in Bob Graham mode so he was a bit behind, still much nicer than doing it solo, gives someone to suffer with. My legs didn't feel brill, but good enough to get through it fine, only really hurt on the final rep. Reps from 3.13 -> 2.58 with avg 3.03. Not too bad.",""
"2021-04-21","9","Running","","","00:05:03","","","","","","00:05:03","1.004","","5.0","","","","","","","","","","","","Saucony Endorphin Speed","","4 * 30s.",""
"2021-04-21","9","Running","warm up/down","","00:12:07","","00:12:07","","","","","2.146","33.3","1.0","","","","","","","","","","","","Saucony Triumph 18","","",""
"2021-04-21","17","Running","","","00:31:18","","00:31:18","","","","","6.012","81.0","1.0","","","","","","","","","","","","Saucony Triumph 18","","",""
"2021-04-21","17","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-04-22","9","Orienteering","","","01:03:50","","","01:03:50","","","","10.897","262.8","2.0","2","","","28","","","","","","","","NVII Terra tt","","Aughertree O-tek. Good stuff, still struggle with the map in places but the majority was good stuffs.",""
"2021-04-22","18","Running","","","00:34:03","","00:34:03","","","","","7.093","38.0","1.0","","","","","","","","","","","","Saucony Triumph 18","","Jog on the rugby pitches whilst the fam orienteered.",""
"2021-04-23","9","Running","","","01:00:57","","","01:00:57","","","","12.805","279.8","2.0","","","","","","","","","","","","Saucony Triumph 18","","Easy in the Whythop woods. Lovely sunny morning.",""
"2021-04-23","18","Running","","","00:31:45","","00:31:45","","","","","5.885","58.3","1.0","","","","","","","","","","","","Saucony Triumph 18","","Pootle round Keswick.",""
"2021-04-23","18","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-04-24","9","Running","warm up/down","","00:21:05","","00:21:05","","","","","3.831","93.8","1.0","","","","","","","","","","","","VJ iRock 3","","",""
"2021-04-24","9","Orienteering","","","00:13:45","","","","","","00:13:45","2.643","88.7","5.0","3","","","12","","","","","","","","VJ iRock 3","","Beck Pane Forest Sprint - <a href=""https://live.staticflickr.com/65535/51135046131_7d590e46ac_k.jpg"">Map</a>

Full send in some peng woods. Legs providing the goods and nav pretty spot on, so a very enjoyable morning.",""
"2021-04-24","9","Running","hills","","00:10:15","","00:06:55","","","","00:03:20","1.219","120.0","2.3","","","","","","","","","","","","VJ iRock 3","","5 * ~40s hills in terrain. Got a Galoppen tomorrow so no need to do much (/any) volume in the session today.",""
"2021-04-24","9","Running","warm up/down","","00:15:26","","00:15:26","","","","","2.561","46.8","1.0","","","","","","","","","","","","VJ iRock 3","","",""
"2021-04-24","16","Running","","","00:31:20","","00:31:20","","","","","6.25","19.8","1.0","","","","","","","","","","","","Saucony Triumph 18","","Jog in Cockermouth.",""
"2021-04-25","10","Running","","","00:58:47","","","00:58:47","","","","10.826","302.7","2.0","","","","","","","","","","","","Saucony Triumph 18","","Note to self; when you wake up and can't walk due to pain, it's best to not attempt to run :)

Yesterday hurt my foot somehow, I think just landing on a rock badly (ran on at the time) anyways yesterday afternoons jog was fairly painful, but this morning was more sore, so this run was not very pleasant.",""
"2021-04-25","10","Running","","","00:11:31","","00:11:31","","","","","2.185","23.1","1.0","","","","","","","","","","","","VJ iRock 3","","Less painful.",""
"2021-04-25","10","Orienteering","","","00:15:23","","","","","00:15:23","","2.543","122.3","4.0","2","","","5","","","","","","","","VJ iRock 3","","Also less painful until I stood on a rock (who would have guessed that would happen in orienteering) then into a whole world of pain, couldn't hack it anymore so sacked it in. Just gotta play it live for a bit.",""
"2021-04-26","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","First exam completo, day off to let stuff settle. All in all a fairly relaxing day I must say, will probably do some cycles the next few days then see what foots doing. As of today walking was all good and a wee jog about the living room feels fine so pretty happy tbh, back on the mileage in no time.",""
"2021-04-27","9","XT","","","02:12:37","","","02:12:37","","","","","","2.0","","","","","","","","","","","","Giro Triple","","58.6 km (26.5 kph) +1109m.

Double Whinlatter jobbo. All good fun and I felt OK, legs just getting used to the cycling grind again. Forgot how sweet the descent is down the Keswick side, proper moto GP style cornering. Also saw a campervan hearse (funeral coffin car thing) which seems quite weird to me, but whatever floats ur boat I guess.",""
"2021-04-28","8","XT","","","02:14:32","","02:14:32","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","55.88 km (24.9 kph) +888m.

Took it more chill today, except when I ran out of gears going up Newlands pass had to grind that one out. Do need to fix the gears on the back coz atm I top out at a 23t, since it won't shift into the 25t (which is also arguably a bit small). Anyways I got over the pass just about. Nasty headwind the whole way home but got it done. Also bloody freezing!",""
"2021-04-28","20","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Ate muchos birthday choccy so feeling a bit ropey haha.",""
"2021-04-29","11","XT","","","02:20:29","","","02:20:29","","","","","","2.0","","","","","","","","","","","","Giro Triple","","61.03 km (26.1 kph) +1080m.

Lap of the Northern fells, when I was coming through Mungrisedale could see the wall of shite weather that I was riding towards, and sure enough I proceded to get fucked on by hail and rain for 30mins, all whilst riding into a headwind. Fair to say I was not loving life at that moment. Couldn't feel my feet or hands for rest of the ride but we made it home only to endure that horrible tingling pain as everything warms back up too quickly. Anyways back to revision, fml.",""
"2021-04-29","18","Running","","","00:32:06","","00:32:06","","","","","6.298","97.1","1.0","","","","","","","","","","","","Saucony Triumph 18","","Test jog, first half with spenny hyping him up for his big show down with Sunley. Foot feeling good.",""
"2021-04-30","10","Running","","","00:31:22","","","","00:31:22","","","6.977","122.7","3.0","","","","","","","","","","","","Saucony Endorphin Speed","","Easy on roads with 6*1min[1min] mostly uphill. Foot defo noticeable, gotta play it live.",""
"2021-04-30","16","XT","","","01:31:46","","01:31:46","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","31.55 km (20.6 kph) +599m.

Took the mother's bike out for some gravel riding, it's a big old hybrid commuter bike but held firm on the rough tracks, which is all that's needed. Actually proper good fun, have been considering purchasing a gravel bike for a while, maybe the time is right...!!",""
"2021-04-30","16","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-05-01","9","XT","","","01:02:39","","01:02:39","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","25.73 km (24.6 kph) +477m.

Lil easy one pre exam.",""
"2021-05-01","17","Note","","","","","","","","","","","","","","","","","","","","","","","","","","Second exam done, went to the pub afterwards, noice.",""
"2021-05-02","9","XT","","","02:56:47","","","02:56:47","","","","","","2.0","","","","","","","","","","","","Giro Triple","","78.29 km (26.6 kph) +1522m.

Had pondered a 100km job but couldn't really be sacked, especially when it started raining as I started the ride, but I probably could have and the weather turned out okay, ah well. Anyways, down to Lorton, then up Whinlatter, round Derwent water taking in the Ashness Bridge climb, and then back home. Went all the way up to Watendlath on the Ashness Bridge climb, then on the way back down stopped at surprise view for a bar and well, a view. Took both the climbs somewhat hard, it's pretty much impossible to not go hard on these climbs when I have fuck all gear choice, need to sort that, as I reckon Honister and Newlands are probably impossible on my bike atm. Nice ride tbh.",""
"2021-05-03","17","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Was gonna cycle but it was pissing it down all day and there was no way I could be sacked with 90mins of that. Tried to purchase a decent turbo this afternoon on Facebook but the negotiations fell through (think I offered a bit low lol) so I'll be relying on Mr amazon to supply the goods asap.",""
"2021-05-04","8","XT","","","01:38:55","","","","01:38:55","","","","","3.0","","","","","","","","","","","","Giro Triple","","43.44 km (26.3 kph) +740m.

The four Elva Hill climbs, nice short efforts with each being 2-4mins long so was just going full gas up them. Legs felt decent, but body not feeling great. Then onto Keswick for some shopping with the mother. Got rained on going to Keswick so feet ended up with no feeling.",""
"2021-05-04","17","XT","","","00:30:00","","00:30:00","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","On the old turbo coz it was pissing it down outside. Hopefully the last time coz it's pretty terrible, new one comes tomorrow :)",""
"2021-05-05","8","XT","","","01:14:58","","01:14:58","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","28.84 km (23.1 kph) +670m.

Shit just ain't going right atm. Freehub broke at about 50mins, so the bike was turned into a fixie (have to always pedal), shame coz it was a beaut day as well and had planned a lot more.",""
"2021-05-05","20","XT","","","00:45:00","","00:45:00","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","Inside watching River Monsters whilst it hailed outside, new turbo was a good purchase.",""
"2021-05-05","16","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-05-06","9","XT","","","00:15:01","","00:15:01","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","",""
"2021-05-06","9","XT","","","01:00:00","","","","01:00:00","","","","","3.0","","","","","","","","","","","","Giro Triple","","Rode hard on the turbo for an hour. Was sweating so much, could ring my tits out like a soggy sponge by the end, and lost 2kg. Watched Tour de Romandie highlights and the giro preview, might have to purchase eurosport or something to watch that.",""
"2021-05-06","9","XT","","","00:05:00","","00:05:00","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","",""
"2021-05-06","17","XT","","","01:37:24","","01:37:24","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","33.93 km (20.9 kph) +735m.

Some more road / very much not road combo. At one point I ended up on a downhill mountain bike track which I crept down at about 3kph, fat road tires not doing bits there. Hailed on twice but I actually had the right amount of clothes on and kinda enjoyed it in a weird way, defo much nicer when ur not freezing.",""
"2021-05-07","8","XT","","","00:56:14","","00:56:14","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","19.98 km (21.3 kph) +354m.

Some new bits of farm tracks and one big field. Lovely morning.",""
