"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-06-11","17","Running","warm up/down","","00:23:23","","00:23:23","","","","","4.163","58.0","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-12","10","Running","","","00:12:05","","00:12:05","","","","","2.285","7.5","1.0","","","","","","","","69.1","","","","Orocs","","",""
"2021-06-12","10","Orienteering","","","00:50:49","","","00:50:49","","","","5.821","205.6","2.0","","","","24","","","","","","","","Orocs","","Dundurn Otek. Niiiice one.",""
"2021-06-12","10","Running","","","00:08:58","","00:08:58","","","","","1.58","12.5","1.0","","","","","","","","","","","","Orocs","","",""
"2021-06-12","17","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-06-13","12","Running","warm up/down","","00:18:15","","00:18:15","","","","","3.15","106.4","1.0","","","","","","","","","","","","Orocs","","",""
"2021-06-13","12","Orienteering","","","01:15:55","","","","","01:15:55","","11.952","350.6","4.0","","","","26","","","","","","","","Orocs","","Scottish Champs

Still having some slight foot problems so not quite commiting through the terrain as I'd like, but ran fairly strongly the whole way, legs feeling very bang average. 7 was in the wrong place so I lost 4-5mins there, thought of Felix beating me got me shifting for the rest tho :0 Fortunately he's all talk and no walk ;)",""
"2021-06-13","12","Running","warm up/down","","00:10:01","","00:10:01","","","","","1.642","10.1","1.0","","","","","","","","","","","","Orocs","","",""
"2021-06-14","18","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","68.3","","","1","","","Core. Spent the afternoon gardening for the grandparents, quite fun actually :)",""
"2021-06-15","7","Running","","","00:31:43","","00:31:43","","","","","6.493","","1.0","","","","","","","","","","","","Hoka Clifton 7","","Colouring in the meadows on a lovely morning.",""
"2021-06-15","7","Running","","","00:01:04","","","","","","00:01:04","0.404","","5.0","","","","","","","","","","","","Hoka Clifton 7","","4 strides.",""
"2021-06-15","16","Running","warm up/down","","00:18:31","","00:18:31","","","","","2.686","185.8","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-15","16","Running","","","00:25:01","","","","","00:25:01","","4.116","429.7","4.0","","","","","","","","","","","","Hoka Clifton 7","","10 * 1min [jog down] hills.

With Sunley and Spendog up above Buttermere. Working well and followed up with a swim in the lake so an excellent afternoon all round.
*down in the Lakes to get the second vaccine.",""
"2021-06-15","16","Running","warm up/down","","00:13:17","","00:13:17","","","","","2.505","","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-16","11","Orienteering","","","01:14:22","","00:27:00","00:47:22","","","","9.945","523.1","1.64","","","","17","","","","","","","","NVII Terra tt","","Pre running the Father's event up on Angle Tarn. Really cool up in the clouds, very little visibility and there was also little canes out so a high quality training all in all.",""
"2021-06-16","19","Running","","","00:36:41","","00:36:41","","","","","7.142","168.8","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog in the Whythop woods. Lovely stuff, crashed pretty hard this afternoon, not feeling very prime after the vaccine yesterday. Feeling fine now tho so we roll on.",""
"2021-06-16","19","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-06-17","9","Running","warm up/down","","00:19:48","","00:19:48","","","","","4.101","10.9","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-17","9","Running","warm up/down","","00:11:47","","00:11:47","","","","","2.239","","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-17","9","Running","intervals","","00:23:09","","","","","00:23:09","","6.337","1.7","4.0","","","","","","","","","","","","NVII Terra tt","","Grass threshy - 4*5mins [1min].

3.28, 28, 22, 28. On the rugby pitches. Legs feeling quite okay, just kept it chill, bloody warm already!",""
"2021-06-17","9","Running","","","00:01:06","","","","","","00:01:06","0.441","","5.0","","","","","","","","","","","","NVII Terra tt","","4 strides",""
"2021-06-17","18","Running","warm up/down","","00:17:36","","00:17:36","","","","","3.289","85.1","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-06-17","18","Orienteering","","","00:25:01","","","","","00:25:01","","4.792","234.3","4.0","","","","","","","","","","","","NVII Terra tt","","WCOC event @ Knock Murton

Took it out fairly hard chasing down spenny, he missed to 9 so I got ahead. After this I just did enough to stay ahead, no need to properly bury myself! Very good fun indeed.",""
"2021-06-17","18","Running","warm up/down","","00:07:52","","00:07:52","","","","","1.481","27.3","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-06-18","12","Running","","","00:48:31","","00:48:31","","","","","9.187","150.3","1.0","","","","","","","","68.9","","","","Hoka Clifton 7","","Hermitage and a quarry scramble. Leggies feeling kinda tired, but some lovely weather so all good in da hood.",""
"2021-06-18","12","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","Core etc pre run.",""
"2021-06-18","19","Orienteering","","","00:52:24","","","00:52:24","","","","7.141","202.0","2.0","","","","","","","","","","","","NVII Terra tt","","Docharn and Dieschar.",""
"2021-06-19","17","Running","","","00:41:53","","","00:41:53","","","","8.761","154.4","2.0","","","","","","","","","","","","Saucony Triumph 18","","Seat lap. Had planned on running a middle at Culbin this morning but I woke up bonked af, head was spinning, feeling a bit sick and couldn't really see so I gave that a pass and napped instead. Think just everything catching up with me, odd coz I felt fine this afternoon, as always sleep cures all. Also I'm still yet to run in Culbin, will get there one day.",""
"2021-06-20","6","Running","","","01:36:07","","","01:36:07","","","","20.077","332.6","2.0","","","","","","","","69.1","","","","Saucony Triumph 18","","BBM early doors. Flying to Czech today, hopefully!",""
"2021-06-21","12","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","1","","","Big old sweaty travel day yesterday so taking it chill today ft waiting for a PCR test result (negative whoop). It's a bit warm here, but cannot wait to get into the skog tomorrow :) Also Ralph come feed me I'm hungry ;)",""
"2021-06-22","9","Running","","","00:20:13","","00:20:13","","","","","3.726","84.1","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-22","9","Running","intervals","","00:29:04","","","","","00:29:04","","6.704","53.6","4.0","","","","","","","","","","","","NVII Terra tt","","10 * 2mins[1min] on trail.

Felt like some good work banked, pushed fairly hard on the last few but felt comfy for the rest. Was about 18°C and raining today which I'd take every time over the 30°C of the last couple days. Middle this afternoon :)",""
"2021-06-22","9","Running","warm up/down","","00:05:46","","00:05:46","","","","","1.087","11.2","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-06-22","15","Running","warm up/down","","00:19:10","","00:19:10","","","","","2.802","157.2","1.0","","","","","","","","","","","","Orocs","","Up to the start ft running straight through the firing range Ralph told me to avoid.",""
"2021-06-22","15","Orienteering","","","00:51:40","","","","00:51:40","","","6.309","245.6","3.0","","","","20","","","","","","","","Orocs","","Bramberk middle - <a href=""https://live.staticflickr.com/65535/51263388267_208e02cddc_k.jpg"">Map</a>

Gooooood fun :) did contemplate wearing my England o-top ahead of tonight but the number of chainsaw wielding locals I met probably good I didn't.","I need to maintain good height awareness on slopes. Do this by following the contours and by having some good big features to tick off on the slope, i.e. obvious rocks/veg.

Keep that compass hooooot, I need to be running as straight as I can."
"2021-06-22","15","Running","","","00:09:01","","00:09:01","","","","","1.763","","1.0","","","","","","","","","","","","Orocs","","",""
"2021-06-23","10","Running","","","00:11:17","","00:11:17","","","","","2.003","17.7","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-06-23","10","Orienteering","","","00:41:54","","","00:41:54","","","","5.491","206.4","2.0","","","","18","","","","","","","","NVII Terra tt","","Malinik Middle - <a href=""https://live.staticflickr.com/65535/51265805983_104c23a8ca_b.jpg"">Map</a>

Running a Swedish team training, they did it as a middle qualifier I believe. Most of them ran in the low 30s (I assume at a good efffort) which doesn't seem too far away if pushed. Technically pretty good, one wobble to 6 but apart from that nice and smooth. Nice forest.","To get through the rough patches know the entry direction then just push through it hard.

Just keep being one feature ahead, boulder, veg etc etc."
"2021-06-23","18","Running","","","00:49:49","","00:19:49","00:30:00","","","","7.346","477.5","1.6","","","","","","","","","","","","Hoka Clifton 7","","Jog up the big hill behind the house. Was misty at the top so no nice views :( Still very cool.",""
"2021-06-23","18","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-06-24","8","Running","","","00:37:39","","00:37:39","","","","","6.898","165.3","1.0","","","","","","","","","","","","Hoka Clifton 7","","Morning jog with Ralph. Good stuff.",""
"2021-06-24","14","Running","","","00:12:10","","00:12:10","","","","","2.007","54.0","1.0","","","","","","","","","","","","Inov8 XTalon 255","","",""
"2021-06-24","14","Orienteering","","","01:00:55","","","","01:00:55","","","7.1","312.0","3.0","","","","","","","","","","","","Inov8 XTalon 255","","Grim forest and my right plantar flared up pretty bad. Need some rest.",""
"2021-06-27","14","Running","","","00:15:56","","00:15:56","","","","","2.597","53.1","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-27","14","Orienteering","","","00:31:02","","","","","00:31:02","","3.309","177.9","4.0","","","","10","","","","","","","","Orocs","","Malinik Middle. Foot straped up, actually very little pain, just ache so the rest has done good. Tough forest but tekkers okay.",""
"2021-06-27","14","Running","","","00:14:20","","00:14:20","","","","","2.268","39.4","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-06-28","11","Running","","","00:32:41","","00:32:41","","","","","6.086","122.3","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog at Slovanka. Foot feeling fine.",""
"2021-06-28","18","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-06-29","12","Running","","","00:16:45","","00:16:45","","","","","2.227","222.0","1.0","","","","","","","","","","","","Orocs","","",""
"2021-06-29","12","Orienteering","","","00:49:38","","","00:20:00","","00:29:38","","6.201","226.5","3.19","","","","19","","","","","","","","Orocs","","Middle Selection race at Tanvald.

Took it hard up to 11, had intended running the full thing hard but legs were feeling pretty tired about 20mins in, so pulled the plug early and jogged real easy round the rest. Plantar all good which was very nice. Will just run once a day and hope for some nicer legs next tuesday.",""
"2021-06-30","11","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-06-30","13","Orienteering","","","01:06:50","","","01:06:50","","","","6.817","275.0","2.0","","","","18","","","","","","","","NVII Terra tt","","Middle course on the model area courtesy of Thierry so there was a start list, si, etc etc. Area was mega mega tough, hoping the race areas are a bit easier but probably best to prepare like its like this!",""
"2021-07-01","9","Running","","","00:32:47","","00:32:47","","","","","6.87","48.0","1.0","","","","","","","","","","","","Hoka Clifton 7","","Morning jog with Mr Robertson round a lake. Good Times and foot felt fine, may even do some hill strides tonight.",""
"2021-07-01","19","Running","","","00:24:09","","00:24:09","","","","","4.38","76.1","1.0","","","","","","","","","","","","Hoka Clifton 7","","Some cool sandstone trails with PeteB from the accom post pcr test, accreditation etc etc. Fun fun times :)",""
"2021-07-02","11","Running","intervals","","00:50:52","","00:20:00","00:16:52","","00:10:00","00:04:00","10.534","89.5","2.24","","","","","","","","","","","","Hoka Clifton 7","","Trail session with the room-mate. 10' tempo + 4*30s hills. I just followed him on the tempo and we didn't go slow for the conditions, felt good. Lower right leg got a mashing from the physio this, will hopefully help the foot but it was rather sore!",""
"2021-07-02","11","Orienteering","","","00:08:00","","","00:08:00","","","","1.172","26.6","2.0","","","","10","","","","","","","","Hoka Clifton 7","","Micro O from the accom.",""
"2021-07-03","11","Running","","","00:31:13","","00:31:13","","","","","5.432","63.1","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog in the forest near the hotel. So nice in terrain the whole way. Sprint viewing this afternoon! Exciting.",""
"2021-07-03","17","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","Core and dat.",""
"2021-07-04","11","Orienteering","","","00:41:58","","","00:11:58","","00:30:00","","4.76","201.4","3.43","","","","","","","","","","","","Orocs","","2 courses on the model map taken at race pace. Moving okay through the real rough stuff and nav similarly okay, just need to avoid the mistakes on the race and choose lines through nicer running parts and will be grand.",""
"2021-07-04","11","Running","warm up/down","","00:12:01","","00:12:01","","","","","1.727","100.8","1.0","","","","","","","","","","","","Orocs","","",""
"2021-07-04","11","Running","","","00:11:01","","00:11:01","","","","","2.021","43.2","1.0","","","","","","","","","","","","Orocs","","",""
"2021-07-05","11","Running","","","00:34:10","","00:34:10","","","","","6.84","112.0","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog with PeteB.",""
"2021-07-06","9","Running","warm up/down","","00:14:52","","00:14:52","","","","","2.04","41.0","1.0","","","","","","","","","","","","Orocs","","",""
"2021-07-06","9","Orienteering","","","00:36:28","","","","","","00:36:28","5.0","","5.0","","","","","","","","","","","","Orocs","","WOC middle Quali - 16th.

F",""
"2021-07-06","9","Running","warm up/down","","00:05:00","","00:05:00","","","","","1.0","","1.0","","","","","","","","","","","","Orocs","","",""
"2021-07-07","11","Orienteering","","","00:40:19","","","00:40:19","","","","5.27","163.0","2.0","","","","","","","","","","","","NVII Terra tt","","Long/ Relay model. This sandstone stuff is infinitely nicer than the mountain shiz I've been playing in the last couple weeks.",""
"2021-07-08","10","Running","","","00:14:09","","00:14:09","","","","","2.432","82.5","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-07-08","10","Orienteering","intervals","","00:53:06","","","","","00:53:06","","7.029","241.7","4.0","","","","","","","","","","","","NVII Terra tt","","Some sandstone across the road from the accom. Fun stuff.",""
"2021-07-08","10","Running","","","00:10:50","","00:10:50","","","","","1.964","21.9","1.0","","","","","","","","","","","","NVII Terra tt","","",""
"2021-07-09","11","Running","","","01:12:05","","","01:12:05","","","","15.07","100.0","2.0","","","","","","","","","","","","Hoka Clifton 7","","Garmin shat it about half way through. Lap of the lake, saw the Germans then the French ladies oo la la.",""
"2021-07-09","15","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","Core et all.",""
"2021-07-10","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Travel day sneaking my way into Finland :0",""
"2021-07-11","10","Running","","","01:03:11","","01:03:11","","","","","11.171","101.6","1.0","","","","","","","","","","","","Hoka Clifton 7","","Tour de Helsinki central Park with Olli. On the small trails at a very easy pace, muchos enjoyment.",""
"2021-07-12","8","Orienteering","","","01:08:43","","","01:08:43","","","","10.757","165.4","2.0","","","","","","","","","","","","VJ Bold X","","Fin5 day 2 open class.

Bloody excellent stuff.",""
"2021-07-13","10","Running","warm up/down","","00:18:44","","00:18:44","","","","","3.592","108.1","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-07-13","10","Running","intervals","","00:29:33","","","","","00:29:33","","7.154","20.0","4.0","","","","","","","","","","","","Hoka Clifton 7","","20 * 1min [30s]

Relaxed intro back to the grind.",""
"2021-07-13","10","Running","warm up/down","","00:19:27","","00:19:27","","","","","3.536","19.7","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-07-14","10","Orienteering","","","01:12:15","","","01:12:15","","","","11.063","165.0","2.0","","","","","","","","","","","","VJ Bold X","","Fin5 day 3 open class.

More good skog at an easy speed. ",""
"2021-07-15","14","Running","","","01:18:07","","01:18:07","","","","","12.688","450.4","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog on the trails.",""
"2021-07-16","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Travel to Jukola camp, very nice. Foot still not too happy so limiting the training atm, probably 8hrs running this week and will see what happens.",""
"2021-07-17","11","Orienteering","","","00:42:16","","","00:42:16","","","","6.84","66.8","2.0","","","","","","","","","","","","NVII Terra tt","","Jukola Camp #1

Easy O @ Sarrioselkä. Very nice forest, actually very straightforward, just poon a bearing and pick up the big shapes and the odd boulder, enjoyed muchos. Did 4*15s strides afterwards as well, nearly ran into Rudolf on one of them!","Straight is best always, so to orienteer.

Take the time to get the exit right. Keep the compass live.
Tick off the contour shapes.
Use boulders and distinct veg."
"2021-07-17","17","Running","warm up/down","","00:15:44","","00:15:44","","","","","2.866","44.0","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-17","17","Running","warm up/down","","00:03:02","","00:03:02","","","","","0.457","","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-17","17","Orienteering","","","00:48:19","","","","","00:48:19","","7.46","106.6","4.0","","","","","","","","","","","","VJ Bold X","","Jukola Camp #2

Course at a good speed focusing on going as straight as possible. Was going okay until I hit the nasty area with lots of branches and rocks then I really struggled.","Straight is good but not king. King is running very fast straightish looking for good lines.

Once in the circle really keep your head up and scan for the control.

Push through the rough patches and sacrifice map reading for speed here because you can't read the map. Alternatively look for the nice round routes. Routes are sorted at/ before the control."
"2021-07-18","10","Orienteering","","","00:48:24","","00:48:24","","","","","5.903","246.4","1.0","","","","","","","","","","","","NVII Terra tt","","Jukola Camp #3.

Slope-O. Had quite a lot of small mistakes this morning. Probably need to run a bit faster to make everything work properly. It was also pissing it down for a change.","Check direction, especially just before about to commit through a tough section, I.e. downhill, through rough stuff etc.

Do your own thing, don't get distracted by other controls and other people."
"2021-07-18","17","Running","warm up/down","","00:13:22","","00:13:22","","","","","2.622","20.0","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-18","17","Orienteering","","","00:53:53","","","","","00:53:53","","10.005","113.0","4.0","","","","","","","","","","","","VJ Bold X","","Jukola Camp #4

4 Oints with Einar and Veli, starting 40s apart in different orders each time. I ran very well, with maybe 30s of mistakes total. Fitness coming back slowly so the speed wasn't outstanding but yes quite pleased for now :)

On another note my foot is feeling the best it has for a couple months so hopefully can keep it going in the right direction! ",""
"2021-07-18","17","Running","warm up/down","","00:08:20","","00:08:20","","","","","1.436","12.6","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-19","8","Orienteering","","","00:48:04","","00:48:04","","","","","6.431","44.9","1.0","","","","","","","","","","","","NVII Terra tt","","Jukola Camp #5

Real easy through some green stuff at Hiidenkirnut. I took many path routes to maintain the British reputation. Managed to smack my foot off a branch and fall over multiple times, slow orienteering really isn't the one.",""
"2021-07-19","17","Running","warm up/down","","00:14:26","","00:14:26","","","","","2.435","75.1","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-19","17","Orienteering","","","00:38:02","","","","","00:38:02","","7.06","142.5","4.0","","","","","","","","","","","","VJ Bold X","","Jukola Camp #6

Middle race. I felt okay but am at the stage of the camp where no matter how hard I push the legs won't go too fast. Anyways technically okay but I got spanked the Finns, Topi ran 32ish which is pretty mentally fast. Also I somehow managed to twist my ankle this morning without noticing and it swelling up in the afternoon, but swelled ontop of my foot which is weird af, anyways taped it and was fine.","I need to read less details, especially on longer legs, just fucking send it hard and straight.

Ne really strict around the control, get the route abandoned get the compass going and then move faaaast!!"
"2021-07-19","17","Running","warm up/down","","00:05:06","","00:05:06","","","","","0.763","17.5","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-20","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Long old drive from Rovaniemi down to Helsinki, good opportunity to take a rest.",""
"2021-07-21","10","Running","","","01:11:07","","","01:11:07","","","","15.384","148.9","2.0","","","","","","","","","","","","Hoka Clifton 7","","Miles with eikka, round some bay. Was some pretty nice views and legs felt good. Had a poop halfway and felt much better afterwards.",""
"2021-07-21","18","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","Core on some grass somewhere.",""
"2021-07-22","10","Running","warm up/down","","00:13:14","","00:13:14","","","","","2.654","10.6","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-07-22","10","Running","intervals","","00:39:25","","","","","00:39:25","","9.107","","4.0","","","","","","","","","","","","Hoka Clifton 7","","Gravel ints with Einar, Eikka, Luke in some park near Lukes house. I did 6*lap, times were 5.08, 4.56, 4.55, 4.52, 4.46, 4.42.
Very nice progression feeling comfy until the last rep which felt quite hard. Lap had a few hills and twists and turns so was good fun and paces pretty good as well. Went for a swim after was ideal.",""
"2021-07-22","10","Running","warm up/down","","00:19:32","","00:19:32","","","","","3.334","44.0","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-07-22","16","Running","","","00:32:52","","00:32:52","","","","","6.582","68.5","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jog w/ eikka. ran out of clean running clothes now so ran in swim shorts, was a short enough run to avoid the chaffing.",""
"2021-07-23","10","Running","","","01:22:09","","","01:22:09","","","","15.068","259.9","2.0","","","","","","","","","","","","Hoka Clifton 7","","Small trails in the woods with Eikka and Luke.",""
"2021-07-24","10","Running","warm up/down","","00:14:00","","00:14:00","","","","","2.491","45.0","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-24","10","Orienteering","intervals","","00:54:16","","","","","00:54:16","","8.385","138.6","4.0","","","","","","","","","","","","VJ Bold X","","O-ints with the guys in Nuuksio. 5 intervals, I fugged the first one then good 2nd one, okay 3rd and 4th ones and a very good last one. Basically I can do it very well when I decide to and run at the front, I'm a bit useless at following tho.","I need to be in the correct mental state for these hard training  I am going in to hurt myself and have the technique on point.
I should just run my own orienteering and use the others for speed, not just sit in.

#1 I just needed slightly better picture of the circle
#2 again just do your own thing
#3 based

2nd loop. I ran my own thing and ran very well.

#9 plough straight, you can back off the speed and take slightly better lines. Know when to use the aggression push.
#10 aggressive mud leg, then slow down into tricky circles.

Consider routes on every control. 

"
"2021-07-24","10","Running","warm up/down","","00:09:15","","00:09:15","","","","","1.421","22.1","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-24","17","XT","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Ride alongside Eikka on his evening miles.",""
"2021-07-25","10","Running","","","02:02:59","","","02:02:59","","","","23.023","435.0","2.0","","","","","","","","","","","","Hoka Clifton 7","","More small trails in the skog. First run this long in a good while so had some excellent fun and no bonking which was ideal.","little toe left foot, left foot bottom and left hip all sore :("
"2021-07-26","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"2021-07-27","10","Orienteering","","","00:31:45","","","","00:31:45","","","4.534","94.4","3.0","","","","","","","","","","","","VJ Bold X","","Orienteering at Lohja. I was planning on razzing round a long course but bailed quite early as it was stupidly hot and the terrain wasn't particularly nice and I also bonked, not ideal, not very happy with myself.",""
"2021-07-27","10","Running","","","00:06:43","","00:06:43","","","","","0.781","","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-27","10","Running","","","00:20:52","","00:20:52","","","","","2.951","24.4","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-07-27","17","Running","","","00:46:46","","","00:46:46","","","","9.876","102.0","2.0","","","","","","","","","","","","Hoka Clifton 7","","Afternoon miles with eikka, finished at the sea for a swim.",""
"2021-07-27","17","Running","","","00:10:18","","00:10:18","","","","","2.003","40.7","1.0","","","","","","","","","","","","Hoka Clifton 7","","Back to the flat.",""
"2021-07-27","17","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","Core",""
"2021-07-28","10","Running","","","01:08:49","","","01:08:49","","","","14.285","168.2","2.0","","","","","","","","","","","","Hoka Clifton 7","","Jog with the guys.",""
"2021-07-28","17","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-07-29","10","Running","warm up/down","","00:15:07","","00:15:07","","","","","3.094","25.2","1.0","","","","","","","","","","","","","","",""
"2021-07-29","10","Running","warm up/down","","00:12:42","","","00:12:42","","","","2.753","10.8","2.0","","","","","","","","","","","","","","",""
"2021-07-29","10","Running","intervals","","00:40:08","","","","","00:40:08","","8.645","86.9","4.0","","","","","","","","","","","","","","Gravel Thresh with eikka and einar. 6 loops of a park with 2mins in between. Felt okie dokie.",""
"2021-07-29","15","Running","","","00:32:34","","","00:32:34","","","","7.018","74.0","2.0","","","","","","","","","","","","Hoka Clifton 7","","Dub dub.",""
"2021-07-29","15","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-07-30","10","Running","","","00:55:22","","00:55:22","","","","","10.302","119.9","1.0","","","","","","","","","","","","","","Small trails, up to Kuopio this weekend for some racing :)",""
"2021-07-31","12","Running","","","00:26:34","","","00:26:34","","","","3.538","13.1","2.0","","","","","","","","","","","","VJ Bold X","","Jig and then a bit of orienteering but foot was too sore",""
"2021-08-01","12","Running","","","00:12:07","","00:12:07","","","","","2.411","","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-01","12","Orienteering","","","00:41:11","","","","","","00:41:11","7.0","","5.0","","","","","","","","","","","","VJ Bold X","","ViestiLiga

Was doing well, about 1min behind the leader in the big pack but then I twisted my ankle and had to walk the rest. Very very frustrating.",""
"2021-08-02","16","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","1","","","Rest day vibes. I've decided that I've had enough of being injured so for the foreseeable future I will only try and run 7-8hrs a week and then a but load of XT on the top of that, as well as core and maintenance on alternating days. I am sick of being mediocre, it is time to stop fucking about and time to start chasing the dreams properly.",""
"2021-08-03","10","XT","","","01:15:39","","","01:15:39","","","","","","2.0","","","","","","","","","","","","","","28.95 km (23.0 kph) +244m.

Some gravel trails and some pavements in eastern Helsinki. Letting the ankle settle, I could run on road today if I needed to but I don't so there. Might go bosh a few segments this afternoon :)",""
"2021-08-03","16","XT","","","01:03:10","","","","01:03:10","","","","","3.0","","","","","","","","","","","","","","28.34 km (26.9 kph) +245m.

Razzing about on the gravel paths and went for a seggy effort but came up 4s short. Sure I'll be back at some point to get it.",""
"2021-08-03","16","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","Maintenance stuff.",""
"2021-08-04","20","Running","","","01:03:14","","","01:03:14","","","","13.109","326.2","2.0","","","","","","","","","","","","Hoka Clifton 7","","Run in idre fjäll. Such a nice place and the run ended on a hill with a very atmospheric sunset looking onto the Norwegian mountains. Also many rudolfs wandering about, some rather large with some rather large antlers!

Big day of travel setting off at 5.45 finnish time and arriving here at 18.55 swedish Time, but got plenty of naps in so not feeling very tired. Just just got here in time before the supermarket shut which was a big big win as would have had to wait till 9am tomorrow for my next meal otherwise :/ Wanted to do an hour of XT this morning at Arlanda whilst waiting for my train and I'd read you could go to one of the hotel gyms but the guy at reception was having none of it ffs, what a tool bag. Hope to use the gym here or get my hands on  a mountain bike somehow.

On the injury front my left ankle was good for the majority, still sore with any sudden inward movements, right foot completely fine but I'm sure that willstart hurting again soon enough. Right hip got really quite tight as well near the end which was odd. Hey ho, I'd say that was one of the least painful runs of the past few months tbh!",""
"2021-08-04","19","S & C","","Core","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-05","11","Running","","","00:23:24","","00:23:24","","","","","4.329","112.3","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-05","11","Running","hills","","00:47:04","","","00:27:04","","00:20:00","","8.278","492.3","2.85","","","","","","","","","","","","Hoka Clifton 7","","I had planned on doing o-ints but about 30s in I realised the ankle wasn't ready for it so I bailed and did 4*5mins hill reps. Moving okay I think just once again frustrated too not do the planned training for about the 100th time his summer. Everything felt good tho on the tracks, apart from the hips which got real tight on the down hills.",""
"2021-08-05","11","Running","","","00:11:29","","00:11:29","","","","","2.258","20.6","1.0","","","","","","","","","","","","Hoka Clifton 7","","",""
"2021-08-05","18","S & C","","Maintenance","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-06","","S & C","","Core","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
